IAB ID,COMPANY NAME,RATING,RATING BY USER,RATING STATUS,ESTABLISH YEAR,5 YEARS PERIOD,OFFICE ADDRESS,DIVISION,THANA,POST CODE,GOOGLE MAP NUMBER,EMAIL ID,CONTACT,WEBSITE,WEBSITE STATUS,NAME OF PROPRIETOR/ PARTNER/ DIRECTOR,LAB ID,DESIGNATION,IAB MEMBER ARCHITECT,ARCHITECTURAL GRADUATE,TOTAL
IAB-RP-I02,IMAGE ARCHITECTS,,,Unavailable,2010,2010-2014,"House‐10/GA, Road‐2, Shyamoli, Dhaka‐1207",Dhaka, Shyamoli,Dhaka‐1207,"23.771664493984375, 90.36605259052966",image_architects@yahoo.com,"+8801712573353, +8801681235750",,Unavailable,Ar. Md. Emdadul Habib ,H‐155,Principal Architect,2,3,5
IAB-RP-I03,INGRID ARCHITECTS,,,Unavailable,1996,1996-2000,"House#394(3rd floor), Road#29, DOHS Mohakhali , Dhaka 1206",Dhaka,Mohakhali,Dhaka-1206,"23.782895156343198, 90.39815516384097",ingrid_dhaka@yahoo.com,+88‐02‐9880507, ,Unavailable,Ar. Anwarul Islam Khan ,K‐083,Partner,3,7,10
IAB-RP-I04,ICON DESIGN STUDIO,,,Unavailable,2014,2014-2018,"Icon Elan, House‐29, Road‐7, 1st Floor, Dhanmondi, Dhaka‐1205",Dhaka,Dhanmondi,Dhaka-1205,"23.74424225747364, 90.38054466757161",suriti@icon‐bd.com,+8801819211608,,Unavailable,Ar. Suriti Tassannum ,T‐022,Principal Architect,2,0,2
IAB-RP-I05,INARCH STUDIO AND CONSTRUCTION LIMITED,4,4,Available,2010,2010-2014,"House‐140, 3rd Floor, Road‐04, New DOHS, Mohakhali, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.786288701807734, 90.39738054899738",studio.inarch@gmail.com,+8801715005352,www.studioinarch.com.bd,Available,Ar. Mohammad Mamunur Rasheed ,R‐089,Managing Director & Principal Architect,2,1,3
IAB-RP-I06,INSIGHT ARCHITECTS,5,6,Available,2010,2010-2014,"House‐122, Road‐01, Mohammadi Housing Society, Mohammadpur, Dhaka‐1207",Dhaka,Mohammadpur,Dhaka-1207,"23.763118990783788, 90.35748614048173",insightarcdhaka@gmail.com,+8801711577032,www.facebook.com/insightarch,Available,Ar. Masud Ur Rashid ,R‐104,Principal Architect,6,1,7
IAB-RP-I07,IN QUEST DESIGN STUDIO,4.7,35,Available,2017,2017-2021,"House‐5/12, Ground Floor, Block‐D, Lalmatia, Dhaka‐1209",Dhaka,Lalmatia,Dhaka-1209,"23.756422403666953, 90.36737718465854",inquestbd@gmail.com,"02 58153033, +88 01713038759, +88 01717602792", www.inquestbd.com,Available,Ar. Selim Altaf Biplob ,B‐025,Sr. Partner,7,1,8
IAB-RP-I08,"INTEGRATED DESIGNERS, ENGINEERS AND ARCHITECTS LIMITED",,,Unavailable,2020,2020-2024,"Flat‐C5, Mother’s Dream Apartments, 1/2, 1/3 Darussalam, Dhaka‐1216",Dhaka,Darussalam,Dhaka‐1216,"23.78158715666644, 90.35223364694502",contact.ideal.consultants@gmail.com,+88 01912085801,,Unavailable,Ar. Syed Abdul Halim ,H‐233,Managing Director,3,0,3
IAB-RP-J01,J.A.ARCHITECTS LTD.,4.6,59,Available,2005,2005-2009,"Apt C1, 1st Floor, Rabbee House, CEN(B)11, Road 99,Gulshan 2, Dhaka‐1212",Dhaka,Gulshan-2,Dhaka-1212,"23.79448463305562, 90.41930051359705",mail@jaarchitects.com.bd,"+88‐02‐9889196, 9887311",www.jaarchitects.com.bd,Available,Ar. Afroza Ahmed ,A‐087,Chairperson,13,3,16
IAB-RP-J02,J.M. CONSULTANT,,,Unavailable,2009,2009-2013,"937, Flat‐G5, Eidgha Road, Ibrahimpur, Kafrul, Cantonment, Dhaka",Dhaka,Cantonment,,"23.794139095457897, 90.38411263464612","consultant.jm878@gmail.com, mrinmoyadhakary@yahoo.com","+8801712621792, +8801942909110",,Unavailable,Ar. Mrinmoy Adhikary ,A‐121,Sr. Architect,1,2,3
IAB-RP-K01,KHETRO,,,Unavailable,2007,2007-2011,"Flat ‐1, House‐431,Road‐30,New DOHS,Mohakhali, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.7788344870423, 90.39445307085532",info@khetro.com,+88‐02‐8872212,www.khetro.com,Available,Ar. Al Numan Md. Yunus,Y‐008,Managing Partner,4,5,9
IAB-RP-K02,KHETTRA ARCHITECTS,5,1,Available,2005,2005-2009,"H#72,Ground Floor,R#8/A, Dhanmondi,Dhaka‐1209",Dhaka,Dhanmondi,Dhaka-1209,"23.747923788489793, 90.36920872708995",khettra@gmail.com,+88‐02‐ 8142871,www.khettraarchitects.com,Available,Ar. Mainul Quader Tito ,T‐006,CEO,1,6,7
IAB-RP-K03,K2AH+ ARCHITECTS,5,1,Available,2014,2014-2018,"House‐91, 1st Floor, Road‐9/A, Dhanmondi, Dhaka‐1209",Dhaka,Dhanmondi,Dhaka-1209,"23.747933608872597, 90.36920872708995",k2ah.architects@gmail.com,"+8801717183918, +8801717068255",https//www.facebook.com/K2AHArchitects,Available,Ar. Ahsanul Haque Rubel ,R‐153,"Managing Partner,",3,3,6
IAB-RP-K04,KHETTRA ARCHITECTS & ENGINEERS LIMITED,,,Unavailable,2000,2000-2004,"House‐337, Ground Floor, Road‐23, New DOHS, Mohakhali, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.805503879774925, 90.35746794058512",khettra2000@gmail.com,+88‐02‐8835831,,Unavailable,Ar. A.K.M Lutful Kabir ,K‐065,Managing Director,4,2,6
IAB-RP-K05,KALPAK ARCHITECTS,,,Unavailable,2019,2019-2023,"13‐B, Rupsha Tower, 07, Kemal Ataturk Avenue, Banani, Dhaka",Dhaka,Banani,,"23.794148967409264, 90.40336139640809",kkalpon@gmail.com,+88 01711899081,,Unavailable,Ar. Kazi Touhidul Islam ,I‐041,"Partner,",2,0,2
IAB-RP-M01,MATRIX,,,Unavailable,2000,2000-2004,"House‐B‐181, (3rd Floor), Road‐23, New DOHS, Mohakhali, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.782803431021428, 90.39740001425889",archmiraz@yahoo.com,+8801191557292,,Unavailable,Ar. Muhammed Miraz Ur Rahman ,R‐087,Principal Architect,1,7,8
IAB-RP-M02,MAATRIK ARCHITECTS,4.5,22,Available,2000,2000-2004,"137/A/1, Jahanara Garden, Green Road, Dhaka‐1205",Dhaka,Green Road,Dhaka-1205,"23.7703232046294, 90.37322626961233",maatrikmail@gmail.com,"+8801723563209, +8801673545909",www.maatrik.net,Available,Ar. Md. Aminul Islam ,I‐051,CEO,1,3,4
IAB-RP-M03,MW3 DESIGN + PARTNERS,5,1,Available,2014,2014-2018,"House‐24 (7th Floor), Road‐14, Block‐G, Niketon, Gulshan‐1, Dhaka‐1212",Dhaka,Gulshan-1,Dhaka-1212,"23.772917310070298, 90.40804398235255","mahtab@mw3.com.bd, mw3designpartners@gmail.com",+88‐02‐9840957,www.mw3.com.bd,Available,Ar. Mahtab Hussain Siddique ,S‐101,President & Principal Architect,10,0,10
IAB-RP-N01,NAYREET ARCHITECTS,4.4,9,Available,2007,2007-2011,"House‐14, Road‐13/C, Block‐E, Banani, Dhaka‐1213",Dhaka,Banani,Dhaka-1213,"23.792032973527167, 90.4073984405848",nayreet_architects@yahoo.com,"+88‐02‐7913394, 8957701",www.nayreetarchitects.com,Available,Ar. Shaila Joarder ,J‐013,Managing Partner,5,18,23
IAB-RP-N02,NOUVEAU ARCHITECTS,,,Unavailable,2009,2009-2013,"House‐F5, Ground Floor, Block‐E, Jakir Hossain Road, Mohammadpur, Dhaka‐1207",Dhaka,Mohammadpur,Dhaka-1207,"23.75828115701842, 90.36686194813412",razaoull@gmail.com,+8801912137212,,Unavailable,Ar. Mohammed Razaoull Karim ,K‐132,Proprietor,5,0,5
IAB-RP-N03,NAKSHABID ARCHITECTS,4.4,5,Available,2006,2006-2010,"8, Kemal Ataturk Avenue, ABC House (5th Floor), Banani C/A, Dhaka‐1213.",Dhaka,Banani,Dhaka-1213,"23.794145201240372, 90.40324656942023",nakshabid@gmail.com,"+88 01819221011, +88 02‐9845080", www.nakshabid.com,Available,Ar. Bayejid Mahbub Khondker ,K‐077,Principal Architect,0,0,0
IAB-RP-O01,OLI MAHMUD ARCHITECTS,5,12,Available,2008,2008-2012,"170‐171,Elephant Road (B‐1),Hatirpool ,Dhaka 1205",Dhaka,Hatirpool,Dhaka-1205,"23.74210423276342, 90.38505706757158",olimahmud@gmail.com,+88‐02‐9668945,www.olimahmud.com,Available,Ar. Oli Mahmud ,M‐059,Managing Director,4,3,7
IAB-RP-P01,PRACHEE STHAPATI,,,Unavailable,2008,2008-2012,"Room‐F‐5 (3rd Floor), 113 Lake Circus, Kalabagan, Dhaka‐1205",Dhaka,Kalabagan,Dhaka-1205,"23.747824288677585, 90.38162468106562",saumenhazra@yahoo.com,"+88‐02‐9112912, +8801713065657",www.pracheesthapati.com,Available,Ar. Saumen Hazra ,H‐109,Principal Architect,1,4,5
IAB-RP-P02,PROFILE LTD,4.7,73,Available,1996,1996-2000,"House 18, Road 6,Gulshan‐1 , Dhaka 1213.",Dhaka,Gulshan-1,Dhaka-1213,"23.777623332446193, 90.41311715223087","profileltd@gmail.com, info@profilelimited.com","+88‐02‐9854672‐5,8812145,8815034,8816538 Fax: 9855153‐4",www.profilelimited.com,Available,Ar. Md. Abdus Salam,S‐047,Managing Director,21,46,67
IAB-RP-P03,PROKALPA UPODESHTA LTD,3.8,4,Available,1984,1984-1988,"House 2/16 (5th & 6th Fl), Block B, Lalmatia, Dhaka‐1207.",Dhaka,Lalmatia,Dhaka-1207,"23.757524390058432, 90.37074963873653",info@pulbd.com,"+88‐02‐9117689, 9126909",www.pulbd.com,Available,Ar. Shahidul Hasan Azad ,H‐045,Managing Director,3,57,60
IAB-RP-P04,PRONAYON,4.5,12,Available,1990,1990-1994,"Comm.Court(3rd Floor), 95 Agrabad C/A, Chittagong",Chittagong,Agrabad,,"22.326533014335336, 91.81478520987113","pronayon@capcobd.com , shakoor_sohail@yahoo.com",031‐716066, www.pronayon.com,Available,Ar. Sohail M Shakoor ,S‐021,Principal Architect & CEO,7,23,30
IAB-RP-R01,REGIONAL ARCHITECTS,,,Unavailable,2013,2013-2017,"House 112, Road‐06, Mohakhali, New DOHS, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.782834447293844, 90.39716604509242",regional_architects@yahoo.com,,,Unavailable,Ar. Jalal Uddin Md. Akbar ,A‐128,Partner,2,0,2
IAB-RP-R02,RIDDHI ARCHITECTS,,,Unavailable,2008,2008-2012,"8/44 Eastern Plaza (7th Floor), Sonargaon Road, Dhaka‐1205",Dhaka,Sonargaon Road,Dhaka-1205,"23.743974616784676, 90.39181369046103",riddhi.arch@gmail.com,+88‐02‐8626480, ,Unavailable,Ar. Abu Hena Md. Zia Uddin ,U‐005,Proprietor & Managing Partner,6,4,10
IAB-RP-R03,RIVNAT ARCHITECTS,,,Unavailable,2006,2006-2010,"56, Lake Circus, Kalabagan (2nd floor), West Panthapath, Dhaka‐1205",Dhaka,Kalabagan,Dhaka -1205,"23.752411544794757, 90.38064240580381",rivnat360@gmail.com,+88‐02‐9127032,,Unavailable,Ar. Shakhawat Tanvir Hossain ,H‐107,Principal Architect,1,2,3
IAB-RP-R04,RACHONA CONSULTANTS,,,Unavailable,1997,1997-2001,"House‐44 (2nd Floor), Road‐15, Block‐D, Banani, Dhaka‐1213",Dhaka,Banani,Dhaka-1213,"23.7923062152912, 90.40370921966952",rachona@gmail.com,"+88‐02‐9820896, +8801713017973",,Unavailable,Ar. Riad Rouf ,R‐061,Principal Architect,3,2,5
IAB-RP-R05,REINCARNATION,4.8,11,Available,2010,2010-2014,"Apt‐5, House‐3, Road‐7, Block‐C, Niketon, Gulshan‐1, Dhaka‐1212",Dhaka,Gulshan‐1,Dhaka-1212,"23.773074696549674, 90.41366579640763",reincarnationbd@yahoo.com,+88‐02‐9854352,www.reincarnation‐bd.com,Available,Ar. Khandoker Abdal Hossain ,H‐133,Principal Architect & Partner,6,5,11
IAB-RP-R06,ROOFLINERS_STUDIO OF ARCHITECTURE,4.9,39,Available,2012,2012-2016,"Flat‐C1, House‐277, Road‐01, Baitul Aman Housing Society, Adabor, Mohammadpur, Dhaka‐1207",Dhaka,Mohammadpur,Dhaka-1207,"23.761532143443905, 90.37122799640736","contact@roofliners.org, roofliners.bd@gmail.com","+8801706602332, +8801815007774",www.roofliners.org,Available,Ar. Sarawat Iqbal ,I‐091,Architect Partner,5,6,11
IAB-RP-R07,ROSEBUD CONSULTANTS LTD,5,3,Available,1995,1995-1999,"14, Bijoy Nagar, 3rd Floor, Dhaka‐1000",Dhaka,Bijoy Nagar,Dhaka - 1000,"23.736210538296987, 90.41153035407754",rosebudcon@gmail.com,"+88‐02‐9334169, +88‐02‐9354491",,Unavailable,Ar. A.K.M. Quamrul Hasan ,H‐071,Managing Director,1,0,1
IAB-RP-R08,River & Rain Ltd.,,,Unavailable,2015,2015-2019,"H‐100B, Road‐6A, Banani DOHS, Banani, Dhaka‐1206",Dhaka,Banani,,"23.89688336435603, 90.47210321484604",riverandraininfo@gmail.com,+88 01734017695 +88 01746506316, www.riverandrain.net,Available,Ar. Kazi Fida Islam ,I‐060,Principal Architect,0,0,0
IAB-RP-S01,SAIUJ CONSULTANTS,,,Unavailable,2001,2001-2005,"539, Baitul Aman Housing Society, Road‐12, P.S. Adabor, P.O.‐Mohammedpur, Dhaka‐1207",Dhaka,Adabor,Dhaka -1207,"23.7720680446453, 90.35653331410425",saiuj_con@yahoo.com,+88‐02‐8190746,,Unavailable,Ar.Mirza Shahper Jalil ,J‐019,Managing Director,4,6,10
IAB-RP-S02,SCENIC,,,Unavailable,2008,2008-2012,"Fattah Plaza (8th Floor), 70 Green road, Dhaka‐1205",Dhaka,Green Road,Dhaka -1205,"23.75088548290392, 90.38725731174851",scenicbd@gmail.com,+88‐02‐9677467,,Unavailable,Ar. Mohammad Fazlul Quader ,Q‐004,CEO,2,3,5
IAB-RP-S03,SHANGBIT,,,Unavailable,2010,2010-2014,"House‐60/A, Road‐7/A, Dhanmondi, Dhaka",Dhaka,Dhanmondi,,"23.745740933740446, 90.37627435407775",shangbit.architects@gmail.com,,,Unavailable,Ar. Abu Sayem Mohammad Rahmatullah ,R‐083,Partner,2,1,3
IAB-RP-S03,SHELTER ARCHITECTS AND ENGINEERS LIMITED,,,Unavailable,1996,1996-2000,"5, Outer Circular Road, Z.R. Tower (2nd floor), Rajarbag, Dhaka‐1217",Dhaka,Rajarbag,Dhaka-1217,"23.74318737440891, 90.41647085101647",shelterarchitect32@yahoo.com,"+88‐02‐9358428, 8333384",,Unavailable,Ar. Mukhtar Ahmed ,A‐023,Managing Director,6,12,18
IAB-RP-S04,SILT,4.4,37,Available,2011,2011-2015,"House‐204/A, Road‐09, New DOHS, Mohakhali, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.796396680243877, 90.39958190990205","silt.bd@gmail.com, silt@silt.com.bd",+88‐02‐9892062,www.silt.com.bd,Available,Ar.Razib Hassan Chowdhury ,C‐004,Principal Architect,1,2,3
IAB-RP-S05,SPACE SCAPE,,,Unavailable,1996,1996-2000,"H‐78,Road 11, Sector 13,Uttara ,Dhaka 1230",Dhaka,Uttara,Dhaka-1230,"23.872771452455588, 90.38580691175122",arch_pintoo@yahoo.com,+88‐02‐8918765,,Unavailable,Ar. Rafiul Alam ,A‐047,Chief Executive,1,2,3
IAB-RP-S06,SRISHTI SHAILEE,5,2,Available,2008,2008-2012,"House‐297B, Road‐19B, New DOHS, Mohakhali, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.777542893264112, 90.40899176016491",srishtishailee@yahoo.com,"+88‐02‐8711883, 8711884",,Unavailable,Ar. Mobin Uddin Mohammed Helaly ,H‐134,Partner Architect,2,8,10
IAB-RP-S07,SRISTI UPADESHTA,,,Unavailable,1995,1995-1999,"3/3, North Road, (4th Floor), Dhanmondi‐1205",Dhaka,Dhanmondi,Dhaka-1205,"23.74589113161671, 90.37423116152192",saiful.hafiz@gmail.com,,,Unavailable,Ar. Saiful Hafiz ,H‐055,Principal Architect,2,3,5
IAB-RP-S08,STUDIO XI ARCHITECTS,4.7,6,Available,2003,2003-2007,"211/1,Elephant Road, Dhaka‐1205",Dhaka,Elephant Road,Dhaka-1205,"23.739957366521924, 90.38974444058373",studio_xi_architects@yahoo.com,"+88‐02‐8813992, 9889360",,Unavailable,Ar. Ashik Vaskor Mannan ,M‐070,Managing Partner,2,3,5
IAB-RP-S09,STUDIO ECOTECTURE LIMITED,3,5,Available,2011,2011-2015,"1st Floor, H‐57/D, Road‐15A (New), 26 (old), Dhanmondi Res. Area, Dhaka‐1205.",Dhaka,Dhanmondi,Dhaka-1205,"23.750855062781152, 90.38779742709004",info@studioecotecture.com,+88‐02‐8191422,www.studioecotecture.com,Available,Ar. S. M. Hasan Kabir ,K‐030,Managing Director,4,6,10
IAB-RP-S10,STUDIO HDA,,,,2013,2013-2017,"14/C,(Gr Floor), Road ‐02,Block‐ L, Banani , Dhaka.",Dhaka,Banani,,"23.78327819325573, 90.39975777206966",studiohda@gmail.com,+88‐02‐9888123,,Unavailable,Ar. Mohammad Maksumul Hoque ,H‐150,Chief Architect,1,5,6
IAB-RP-S11,STYLE LIVING ARCHITECTS LTD,4.3,33,Available,2004,2004-2008,"Ramna Trade Center (8th Floor), 36/7 CDA Avenue, Muradpur, Chittagong",Chittagong,Muradpur,,"22.368361754107596, 91.82888465404879",chairman@stylelivingbd.com,"8801714050222,+8801713441449",www.stylelivingbd.com,Available,Ar. Md. Mizanur Rahman ,R‐097,Chairman,3,9,12
IAB-RP-S12,SYMBIOTIC ARCHITECTS & ASSOCIATES,,,Unavailable,2011,2011-2015,"Ground Floor, House‐78, Road‐18, Sector‐11, Uttara, Dhaka‐1230",Dhaka,Uttara,Dhaka-1230,"23.947358461559816, 90.39055577778983",Symbiotic.aa@live.com,+88‐02‐8991817,,Unavailable,Ar.Abul Bashar Md. Shamsuzzaman ,S‐027,Managing Partner,4,6,10
IAB-RP-S13,SYNTHESIS ARCHITECTS,4.7,22,Available,1999,1999-2003,"House‐30, Block‐KA, Pisci Culture H/S, Shamoly, Dhaka‐1207",Dhaka,Shyamoli,Dhaka-1207,"23.786096951487377, 90.40236278106646","synthesisarchitectsbd@gmail.com, synthesis_arch@yahoo.com","+88‐02‐9124105,9124638,8141642",,Unavailable,Ar. Patrick D’Rozario ,R‐135,Partner,12,14,26
IAB-RP-S14,S & ASSOCIATES,,,Unavailable,2009,2009-2013,"44/7‐A,B, 1st Floor, Suite‐03, West Panthapoth, Dhaka",Dhaka,Panthapoth,,"23.751969361251952, 90.38565280990103",sabd5200@gmail.com,+8801730303421,,Unavailable,Ar. Md. Raisul Rafi Shaon ,S‐089,CEO & Sr. Architect,2,1,3
IAB-RP-S15,SHATOTTO ARCHITECTURE FOR GREEN LIVING,4.4,14,Available,1995,1995-1999,"House‐1/11, 2nd Floor, Iqbal Road, Mohammadpur, Dhaka‐1209",Dhaka,Mohammadpur,Dhaka-1209,"23.804191949948418, 90.42186583873755",shatotto@gmail.com,"+88‐02‐8119702, +8801711641175",www.shatottogreen.com,Available,Ar. Md. Rafiq Azam ,A‐055,Principal Architect,9,5,14
IAB-RP-S16,"SPACE ARCHITECTS, ENGINEERS, PLANNERS",5,3,Available,2011,2011-2015,"House#407 (5‐A), Road#29, New DOHS, Mohakhali, Dhaka 1206",Dhaka,Mohakhali,Dhaka-1206,"23.783416218223156, 90.40737435903158",fawad_hyder@yahoo.com info@spacearcht.com,"+88‐02‐9840245, +8801979873387",www.spacearcht.com,Available,Ar. D.S. Fawad Hyder ,H‐056,Proprietor,2,3,5
IAB-RP-S17,STHAPOTIK,5,2,Available,2006,2006-2010,"House‐8/2, 1st Floor, Block‐D, Lalmatia, Dhaka",Dhaka,Lalmatia,,"23.75520963430728, 90.36909809640724",sthapotik_arch@yahoo.com,+8801713039777,www.sthapotik.com,Available,Ar. Sharif Uddin Ahammed ,A‐137,Proprietor,5,2,7
IAB-RP-S18,STUDIO DHAKA ARCHITECTS,5,2,Available,2017,2017-2021,"44, Rabindra Sharani Road, Sector‐7, Uttara Model Town, Dhaka‐1230",Dhaka,Uttara,Dhaka-1230,"23.877298456362848, 90.39341622248106",studio.dhaka.architects@gmail.com,+8801534355957,www.studiodhakaarchitects.com,Available,Ar. Tarek Md. Saidul Islam ,I‐081,Principal Architect,2,1,3
IAB-RP-S19,STUDIO DHAKA LIMITED.,4.5,75,Available,2016,2016-2020,"House‐91/1, Road‐11/A, Dhanmondi R/A, Dhaka‐1205",Dhaka,Dhanmondi,Dhaka-1205,"23.750004523834484, 90.37456918291316",studiodhakaltd@gmail.com,+8801711335635,www.studiodhaka.com,Available,Ar. Muhammad Moniruzzaman ,M‐086,Managing Director,4,7,11
IAB-RP-S20,SYSTEM ARCHITECTS,4.4,59,Available,2001,2001-2005,"House‐31, [Celeste], Unit‐A2, Road‐20, Block‐K, Banani, Dhaka‐1213",Dhaka,Banani,Dhaka-1213,"23.79703657908296, 90.40790089825566",nirjhar@systemarchitectsbd.com,"+88‐02‐9843303, +88‐02‐9842193",www.systemarchitectsbd.com,Available,Ar. Enamul Karim ,K‐058,Principal Architect & CEO,4,9,13
IAB-RP-S21,SILVERBRICKS,4.4,8,Available,2008,2008-2012,"3rd Floor, IEB Bhaban, S.S Khaled Road, Chattogram",Chittagong,khaled Road,,"22.346916295673374, 91.82074521171909",info@silverbricksbd.com,+88‐01714084433, ,Unvailable,Ar. Mohammad Asaduzzaman Chowdhury ,C‐040,Managing Partner,3,4,7
IAB-RP-S22,STUDIO MORPHOGENESIS LTD.,5,2,Available,2014,2014-2018,"Suite‐2D, House‐11, Road‐14, Gulshan‐1, Dhaka‐1212",Dhaka,Gulshan-1,Dhaka-1212,"23.755708292707475, 90.36691105592541",design@studiomorphogenesis.com,+88 01723819678 +88 02 9858862, www.studiomorphogenesis.com,Available,Ar. Shahla Karim Kabir ,K‐050,,0,0,0
IAB-RP-T01,THE DESIGNERS,4.9,18,Available,2001,2001-2005,"House‐431, Road‐30, DOHS, Mohakhali, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.750997255257, 90.37998071630992",malikshaheen@yahoo.com,+88‐02‐9850798,,Unavailable,Ar. Shaheen Malik ,M‐009,CEO,1,4,5
IAB-RP-T02,TRIANGLE CONSULTANTS,,,Unavailable,1993,1993-1997,"House 120(B),Road#1,Block#F, Banani , Dhaka‐1213",Dhaka,Banani,Dhaka-1213,"23.774191749041165, 90.39538444562511",shakoormajid@yahoo.com,+88‐02‐8812109‐10,,Unavailable,Ar. Shakoor Majid ,M‐031,CEO,2,5,7
IAB-RP-T03,TANYA KARIM N.R. KHAN & ASSOCIATES,4.5,23,Available,1993,1993-1997,"Laboni‐2, Flat‐B1 & C1, House‐24, Road‐9/A, Dhanmond R/A, Dhaka‐1209",Dhaka,Dhanmondi,Dhaka-1209,"23.747051008271544, 90.37516598291312",mail@tknrk.com,"+88‐02‐58156547, +88‐02‐9142487",www.tknrk.com,Available,Ar. Nurur Rahman Khan ,K‐049,Architect Partner,14,12,26
IAB-RP-T04,TARIQUE HASAN & ASSOCIATES LTD.,4.7,22,Available,2013,2013-2017,"House‐31, Road‐06, Block‐C, Banani, Dhaka‐1213",Dhaka,Banani,Dhaka-1213,"23.79300387139958, 90.40276265407874",tarique.37@gmail.com,"+88‐02‐9896337, +88‐02‐9882504",www.thalbd.com,Available,Ar. Tarique Hasan ,H‐097,Managing Director,5,0,5
IAB-RP-T05,TRIOTECT & ASSOCIATES LTD.,4.8,16,Available,2018,2018-2022,"25/2, Rani Garh (2nd Floor), Lake Circus, Kalabagan, Dhaka‐1205",Dhaka,Kalabagan,Dhaka-1205,"23.751963440678168, 90.38302082524251",info@triotect.com.bd,"+8801777768366, +8801777768367",www.triotect.com.bd,Available,Ar. Md. Tareq Abdullah ,A‐236,Director,5,2,7
IAB-RP-U01,UNITED CONSULTANT,4.3,7,Available,2003,2003-2007,"House‐211, (2nd & 3rd), Lane‐13, Lake Road, New DOHS, Mohakhali, Dhaka‐1206",Dhaka,Mohakhali,Dhaka-1206,"23.78817552250228, 90.39665216599127",mail.awpl@yahoo.com,"+88‐02‐9849303, +88‐02‐9849317",,Unavailable,Ar. Md. Maruf Hossain Khan ,K‐073,Principal Architect,3,9,12
IAB-RP-U02,URBANA,4.7,26,Available,1996,1996-2000,"House‐56, Road‐5/A, Dhanmondi, Dhaka‐1209",Dhaka,Dhanmondi,Dhaka-1209,"23.747822187815686, 90.3769111832458",urbana.communications@gmail.com,"+88‐02‐9671500, +88‐02‐9671515",,Unavailable,Ar. Mahboob‐E‐Sobhan Chowdhury ,C‐025,Principal Architect,6,4,10
IAB-RP-V01,VASTUVITA ARCHITECTS,3.8,4,Available,2005,2005-2009,"Amelia, SuiteA6, House‐71, Road‐17, Sector‐11, Uttara, Dhaka‐1230",Dhaka,Uttara,Dhaka-1230,"23.74625091580144, 90.37673952187997",vita_arc@yahoo.com,+88‐01678016706, ,Unvailable,Ar. Amit Kumar Saha ,S‐077,Partner,3,2,5
IAB-RP-V02,VENNA ARCHITECTS,4.6,12,Available,2002,2002-2006,"Level‐05, A K Complex, 19‐Green Road, Dhaka‐1205",Dhaka,Green Road,Dhaka -1205,"23.87617222459929, 90.3862093540806","architects.venna@gmail.com, architect.asif@gmail.com",+88‐02‐ 8625835,,Unavailable,Ar.Asif Mohammed Ahsanul Haq ,H‐117,Managing Partner,3,6,9
IAB-RP-V03,VISTAARA ARCHITECTS PVT. LTD,4.7,121,Available,1998,1998-2002,"Delvistaa Ruparup, Apt‐D1 & B1, SE(H)6, Road‐143, Gulshan Model Town, Gulshan, Dhaka‐1212.",Dhaka,Gulshan,Dhaka-1212,"23.743770613468232, 90.38457856757161",info@delvistaa.com,"+88‐02‐55044873, +88‐02‐55044874, +88‐02‐55044875",,Unavailable,Ar. Shahzia Islam ,I‐023,Director,15,4,19
IAB-RP-V04,VOLUMEZERO LIMITED,4.6,260,Available,2008,2008-2012,"House‐135, Road‐04, Block‐A, Banani , Dhaka 1213.",Dhaka,Banani,Dhaka-1213,"23.798513026661222, 90.40242341174961",foyez@volumezeroltd.com,"+88‐02‐55035669, +88‐02‐55035670, +88‐02‐55035671",www.volumezeroltd.com,Available,Ar. Mohammad Foyez Ullah ,U‐008,Managing Director,23,4,27
IAB-RP-V05,VUU‐MAATRA CONSULTANTS,4.8,9,Available,2008,2008-2012,"House ‐22, Road ‐12, Block‐F, Niketon Socoety, Gulshan‐1, Dhaka 1206.",Dhaka,Gulshan-1,Dhaka-1206,"23.763940081506593, 90.44617943873666","info@vuumaatra.com, ziaul.sharif@gmail.com","+88‐02‐58812326, +8801796585535",www.vuumaatra.com,Available,Ar. Mohammed Ziaul Sharif ,S‐094,Chief Architect,3,1,4
IAB-RP-V06,VISTA ARCHITECTURAL CONSULTANT,4.7,7,Available,1995,1995-1999,"House‐67/2/KA, Flat‐E/2, Zigatola, Dhaka‐1209",Dhaka,Zigatola,Dhaka-1209,"23.752405539609132, 90.36814103873648","dsarif14@yahoo.com, dsarifoffice@gmail.com",+88‐01971566019, ,Unavailable,Ar. Dewan Shamsul Arif ,A‐079,Proprietor & Principal Architect,5,0,5
